trial,CID,SID,GID,TID
ES25,280432,59,GID3830162,17309
ES25,280725,74,GID3855646,17309
ES25,280749,42,GID3855675,17309
ES25,281478,19,GID2201664,17309
ES25,281478,20,GID2201662,17309
ES25,301148,38,GID3863169,17309
ES25,301170,81,GID3863186,17309
ES25,301379,72,GID3830167,17309
ES25,301394,53,GID3830201,17309
ES25,301633,33,GID3827759,17309
ES25,301830,48,GID3827757,17309
ES25,301830,51,GID3827771,17309
ES25,302320,79,GID3830069,17309
ES25,302322,59,GID3830068,17309
ES25,302980,52,GID3830130,17309
ES25,303205,54,GID3830184,17309
ES25,303860,47,GID3864287,17309
ES25,303883,42,GID3827774,17309
ES25,304301,62,GID3865255,17309
ES25,304373,72,GID3827748,17309
ES25,305262,50,GID3827762,17309
ES25,306547,128,GID3830128,17309
ES25,306547,129,GID3868700,17309
ES25,306561,40,GID3868812,17309
ES25,378456,198,GID3830109,17309
ES25,378456,207,GID3830114,17309
ES25,378456,215,GID3830206,17309
ES26,453748,1,GID3827962,40007
ES26,355542,1,GID385942,40007
ES26,384667,1,GID2580001,40007
ES26,82996,152,GID3827755,40007
ES26,118849,502,GID4063018,40007
ES26,118879,695,GID3585854,40007
ES26,133508,106,GID1637273,40007
ES26,135029,263,GID3585839,40007
ES26,135029,332,GID4063005,40007
ES26,135084,171,GID4063012,40007
ES26,158231,350,GID3830040,40007
ES26,158231,364,GID3830042,40007
ES26,207719,888,GID2593540,40007
ES26,207741,210,GID2485578,40007
ES26,280475,73,GID4316601,40007
ES26,301329,83,GID4316534,40007
ES26,301489,42,GID3830088,40007
ES26,302353,44,GID3830080,40007
ES26,305638,115,GID3830144,40007
ES26,305997,78,GID4316539,40007
ES26,322274,168,GID4316595,40007
ES26,342449,93,GID4577842,40007
ES26,378334,194,GID3830023,40007
ES26,392339,54,GID4746367,40007
ES26,392341,72,GID4746368,40007
ES26,392347,66,GID4746372,40007
ES26,392362,93,GID4746365,40007
ES26,392364,81,GID4799353,40007
ES26,392370,48,GID4746124,40007
ES26,417372,95,GID4817951,40007
ES26,417430,49,GID4315441,40007
ES26,417448,100,GID4746120,40007
ES27,417450,1,GID3820458,40205
ES27,425470,1,GID3822974,40205
ES27,343253,56,GID4753759,40205
ES27,343273,796,GID4753871,40205
ES27,343315,144,GID4754187,40205
ES27,343340,113,GID4754308,40205
ES27,343361,188,GID4754333,40205
ES27,343362,412,GID4754361,40205
ES27,343411,60,GID4754550,40205
ES27,343580,171,GID4754941,40205
ES27,343583,212,GID4754971,40205
ES27,343585,61,GID4755016,40205
ES27,343585,62,GID4755015,40205
ES27,343588,200,GID4755033,40205
ES27,343597,111,GID4755104,40205
ES27,343678,161,GID4755407,40205
ES27,343678,162,GID4755406,40205
ES27,343726,111,GID4755489,40205
ES27,343741,171,GID4755554,40205
ES27,343777,124,GID4755706,40205
ES27,343777,139,GID4755691,40205
ES27,343838,472,GID4755841,40205
ES27,343842,268,GID4755979,40205
ES27,344968,251,GID4757265,40205
ES27,350899,274,GID4757836,40205
ES27,350902,90,GID4757872,40205
ES27,350926,340,GID4757918,40205
ES27,350926,350,GID4757908,40205
ES27,350926,355,GID4757903,40205
ES27,351237,84,GID4758872,40205
ES27,360037,64,GID4760307,40205
ES27,360038,165,GID4879639,40205
ES27,361565,125,GID4880354,40205
ES27,361573,211,GID4880451,40205
ES27,361573,251,GID4880411,40205
ES27,361573,252,GID4880410,40205
ES27,361620,230,GID4763642,40205
ES27,361684,199,GID4763836,40205
ES27,361845,245,GID4764397,40205
ES27,361941,177,GID4764687,40205
ES27,362247,134,GID4881156,40205
ES27,373108,204,GID4885160,40205
ES27,420676,32,GID4904773,40205
ES27,420694,25,GID4905340,40205
ES27,420703,30,GID4905617,40205
ES27,420707,34,GID4905746,40205
ES28,133891,1065,GID4319982,40420
ES28,343273,672,GID4753995,40420
ES28,343315,143,GID4754188,40420
ES28,343362,353,GID4754420,40420
ES28,343362,383,GID4754390,40420
ES28,343362,411,GID4754362,40420
ES28,343585,63,GID4755014,40420
ES28,343585,64,GID4755013,40420
ES28,343597,130,GID4755085,40420
ES28,343678,166,GID4755402,40420
ES28,343756,167,GID4755561,40420
ES28,343838,421,GID4755892,40420
ES28,343843,141,GID4756035,40420
ES28,343884,176,GID4756179,40420
ES28,343924,197,GID4756342,40420
ES28,350902,92,GID4757870,40420
ES28,350902,93,GID4757869,40420
ES28,350926,353,GID4757905,40420
ES28,351237,82,GID4758874,40420
ES28,361567,137,GID4880393,40420
ES28,361684,201,GID4763834,40420
ES28,361746,115,GID4764079,40420
ES28,367671,247,GID4884051,40420
ES28,392340,98,GID5149516,40420
ES28,392341,157,GID5149488,40420
ES28,394773,1358,GID4935133,40420
ES28,414815,50,GID4902864,40420
ES28,414855,31,GID4902873,40420
ES28,420669,10,GID4904658,40420
ES28,420682,15,GID4904848,40420
ES28,420687,38,GID4905071,40420
ES28,420692,44,GID4905280,40420
ES28,420692,45,GID4905279,40420
ES28,420692,47,GID4905277,40420
ES28,427077,13,GID4940526,40420
ES28,427147,22,GID4940559,40420
ES28,429817,27,GID4835369,40420
ES28,429817,28,GID4835368,40420
ES28,430291,19,GID4835640,40420
ES28,430366,37,GID4835745,40420
ES28,436741,67,GID5106691,40420
ES28,436745,34,GID5106650,40420
ES28,436745,38,GID5106646,40420
ES28,436749,47,GID5106632,40420
ES28,436749,48,GID5106631,40420
ES29,343362,372,GID4754401,40590
ES29,343583,219,GID4754964,40590
ES29,361573,207,GID4880455,40590
ES29,388168,123,GID4960851,40590
ES29,392341,161,GID5149484,40590
ES29,414815,55,GID4902859,40590
ES29,420692,59,GID4905265,40590
ES29,436741,69,GID5337014,40590
ES29,436825,31,GID5106304,40590
ES29,443943,21,GID5334154,40590
ES29,448391,87,GID5398778,40590
ES29,448394,52,GID5398718,40590
ES29,448399,112,GID5398546,40590
ES29,448401,127,GID5398483,40590
ES29,448402,63,GID5398434,40590
ES29,448402,78,GID5398419,40590
ES29,448403,57,GID5398402,40590
ES29,448403,61,GID5398398,40590
ES29,448404,113,GID5398330,40590
ES29,448404,117,GID5398326,40590
ES29,448408,109,GID5398205,40590
ES29,448408,124,GID5398190,40590
ES29,448408,141,GID5398173,40590
ES29,448408,146,GID5398168,40590
ES29,448409,98,GID5398163,40590
ES29,448415,82,GID5397993,40590
ES29,448422,101,GID5090612,40590
ES29,448422,109,GID5090604,40590
ES29,450593,8,GID5322969,40590
ES29,459285,65,GID5391052,40590
ES29,459298,95,GID5390889,40590
ES29,459341,25,GID5390807,40590
ES29,459343,26,GID5390791,40590
ES29,459343,30,GID5390787,40590
ES29,459346,85,GID5390748,40590
ES29,459353,33,GID5390665,40590
ES29,474860,31,GID5307791,40590
ES29,474907,52,GID5307758,40590
ES29,474954,49,GID5307736,40590
ES29,474973,70,GID5307704,40590
ES29,475024,14,GID5307637,40590
ES29,475202,47,GID5307571,40590
ES29,475215,148,GID5307556,40590
ES29,475217,40,GID5307520,40590
ES30,313209,45,GID2673706,40807
ES30,320352,130,GID3872046,40807
ES30,448400,62,GID5398530,40807
ES30,476926,68,GID5535415,40807
ES30,476927,38,GID5535428,40807
ES30,476938,41,GID5535500,40807
ES30,476939,53,GID5535514,40807
ES30,476940,53,GID5535534,40807
ES30,480883,18,GID5551989,40807
ES30,480887,13,GID5552005,40807
ES30,480889,19,GID5552010,40807
ES30,480893,21,GID5552050,40807
ES30,480901,20,GID5552093,40807
ES30,480905,64,GID5552140,40807
ES30,480908,60,GID5552189,40807
ES30,480908,64,GID5552193,40807
ES30,480919,41,GID5552327,40807
ES30,480808,72,GID5551690,40807
ES30,480809,65,GID5551704,40807
ES30,480813,15,GID5551747,40807
ES30,480813,18,GID5551750,40807
ES30,480816,85,GID5551765,40807
ES30,480818,39,GID5551798,40807
ES30,480819,47,GID5551820,40807
ES30,480819,54,GID5551827,40807
ES30,480824,48,GID5551892,40807
ES30,463399,42,GID5534312,40807
ES30,463491,183,GID5534326,40807
ES30,463491,192,GID5534335,40807
ES30,463491,196,GID5534339,40807
ES30,463508,200,GID5534344,40807
ES30,465540,30,GID5534459,40807
ES30,465822,92,GID5534475,40807
ES30,480273,34,GID5551629,40807
ES30,393600,92,GID4893489,40807
ES30,459341,23,GID5390809,40807
ES30,448392,49,GID5398758,40807
ES30,448401,139,GID5398471,40807
ES30,448401,160,GID5398450,40807
ES30,448402,73,GID5398424,40807
ES30,448406,127,GID5398279,40807
ES30,448409,101,GID5398160,40807
ES30,459354,79,GID5390631,40807
ES30,448409,125,GID5398136,40807
ES31,448392,53,GID5398754,41098
ES31,463510,117,GID5534349,41098
ES31,476927,40,GID5535430,41098
ES31,480888,14,GID5552007,41098
ES31,485236,18,GID5792799,41098
ES31,485254,20,GID5792818,41098
ES31,485274,17,GID5792835,41098
ES31,485292,19,GID5792875,41098
ES31,485310,15,GID5792898,41098
ES31,485333,34,GID5792994,41098
ES31,485333,40,GID5793000,41098
ES31,485333,44,GID5793004,41098
ES31,485340,28,GID5793038,41098
ES31,487324,48,GID5793283,41098
ES31,487376,12,GID5793334,41098
ES31,487458,21,GID5793395,41098
ES31,487756,12,GID5793490,41098
ES31,488149,15,GID5793549,41098
ES31,459354,115,GID5793725,41098
ES31,448392,95,GID5793757,41098
ES31,448401,202,GID5793764,41098
ES31,448401,203,GID5793765,41098
ES31,448401,212,GID5793774,41098
ES31,448403,122,GID5793798,41098
ES31,448409,179,GID5793839,41098
ES31,448409,183,GID5793843,41098
ES31,487034,32,GID5793057,41098
ES31,487077,31,GID5793096,41098
ES31,493058,25,GID5793893,41098
ES31,493099,13,GID5793912,41098
ES31,494370,27,GID5794156,41098
ES31,494370,28,GID5794157,41098
ES31,494425,23,GID5794159,41098
ES31,494522,18,GID5794173,41098
ES31,492641,40,GID5794452,41098
ES31,492642,39,GID5794455,41098
ES31,492644,17,GID5794465,41098
ES31,492644,18,GID5794466,41098
ES31,492650,31,GID5794488,41098
ES31,492651,23,GID5794494,41098
ES31,492655,41,GID5794506,41098
ES31,499156,17,GID5794630,41098
ES31,487192,32,GID5794687,41098
ES31,480813,22,GID5796773,41098
ES31,480829,83,GID5796834,41098
ES32,480829,85,GID5849420,41481
ES32,480829,88,GID5849423,41481
ES32,502905,19,GID5996730,41481
ES32,503062,49,GID5994789,41481
ES32,503162,26,GID5994921,41481
ES32,503835,19,GID5996632,41481
ES32,509031,37,GID5995318,41481
ES32,509032,17,GID5995324,41481
ES32,509197,55,GID5994998,41481
ES32,509458,30,GID5995469,41481
ES32,509557,30,GID5995599,41481
ES32,509559,12,GID5995610,41481
ES32,509570,28,GID5995641,41481
ES32,509692,17,GID5995732,41481
ES32,509641,22,GID5995714,41481
ES32,510133,26,GID5993661,41481
ES32,510133,29,GID5993664,41481
ES32,510135,41,GID5993674,41481
ES32,510144,71,GID5993721,41481
ES32,510149,61,GID5993762,41481
ES32,510149,67,GID5993768,41481
ES32,510153,75,GID5995117,41481
ES32,510165,60,GID5993849,41481
ES32,510167,38,GID5996837,41481
ES32,510174,83,GID5993895,41481
ES32,510186,14,GID5996838,41481
ES32,510201,41,GID5993957,41481
ES32,510203,18,GID5993965,41481
ES32,510210,42,GID5994020,41481
ES32,510238,57,GID5994170,41481
ES32,510268,30,GID5994277,41481
ES32,510268,33,GID5994280,41481
ES32,510270,44,GID5994285,41481
ES32,510270,46,GID5994287,41481
ES32,510270,47,GID5994288,41481
ES32,510273,41,GID5994312,41481
ES32,510273,42,GID5994313,41481
ES32,510283,51,GID5994383,41481
ES32,510302,45,GID5994462,41481
ES32,510302,48,GID5994465,41481
ES32,509166,56,GID5993501,41481
ES32,509552,17,GID5995590,41481
ES32,510232,49,GID5995182,41481
ES32,510311,66,GID5994557,41481
ES32,510268,32,GID5994279,41481
ES33,516107,102,GID6175947,41928
ES33,516338,29,GID6175962,41928
ES33,516365,26,GID6176022,41928
ES33,516463,89,GID6178402,41928
ES33,516534,60,GID6178517,41928
ES33,516539,55,GID6178533,41928
ES33,516549,29,GID6178556,41928
ES33,516587,41,GID6179222,41928
ES33,516587,46,GID6179227,41928
ES33,516676,70,GID6176308,41928
ES33,516715,24,GID6176409,41928
ES33,516782,44,GID6176558,41928
ES33,516817,20,GID6178875,41928
ES33,520059,44,GID6176914,41928
ES33,520071,17,GID6177828,41928
ES33,520071,23,GID6177834,41928
ES33,520073,20,GID6179118,41928
ES33,520091,61,GID6178973,41928
ES33,520167,40,GID6178997,41928
ES33,520200,58,GID6174847,41928
ES33,520211,26,GID6174858,41928
ES33,520218,33,GID6174867,41928
ES33,520227,43,GID6174886,41928
ES33,520259,29,GID6174903,41928
ES33,520372,75,GID6177148,41928
ES33,520376,56,GID6177174,41928
ES33,520469,31,GID6177395,41928
ES33,520478,78,GID6177447,41928
ES33,520543,37,GID6177595,41928
ES33,520543,40,GID6177598,41928
ES33,520553,104,GID6177648,41928
ES33,520698,31,GID6174949,41928
ES33,520762,43,GID6175022,41928
ES33,520792,46,GID6175076,41928
ES33,520845,19,GID6175216,41928
ES33,520860,23,GID6175234,41928
ES33,520906,39,GID6177947,41928
ES33,520906,43,GID6177951,41928
ES33,520973,48,GID6175411,41928
ES33,520976,61,GID6175439,41928
ES33,520984,24,GID6178935,41928
ES33,521033,50,GID6178095,41928
ES33,521063,67,GID6179220,41928
ES34,515867,15,GID6175662,42576
ES34,516338,30,GID6175963,42576
ES34,516361,518,GID7806808,42576
ES34,516702,40,GID6176368,42576
ES34,516927,23,GID6176829,42576
ES34,520227,41,GID6174884,42576
ES34,520259,27,GID6174901,42576
ES34,524381,89,GID6332122,42576
ES34,524439,60,GID6417572,42576
ES34,524442,64,GID6417583,42576
ES34,524444,65,GID6417590,42576
ES34,524489,75,GID6332960,42576
ES34,524511,46,GID6417649,42576
ES34,524512,74,GID6417653,42576
ES34,524603,69,GID6334286,42576
ES34,524663,65,GID6334696,42576
ES34,524756,52,GID6417794,42576
ES34,525188,91,GID6336482,42576
ES34,525190,56,GID6336494,42576
ES34,525282,73,GID6337034,42576
ES34,525306,71,GID6337327,42576
ES34,525326,69,GID6337624,42576
ES34,525407,67,GID6338512,42576
ES34,525424,84,GID6341870,42576
ES34,525542,39,GID6342011,42576
ES34,532644,68,GID6416942,42576
ES34,532651,35,GID6416954,42576
ES34,532679,28,GID6414818,42576
ES34,532773,74,GID6415095,42576
ES34,532774,60,GID6415108,42576
ES34,532780,57,GID6417113,42576
ES34,532780,61,GID6417117,42576
ES34,532785,48,GID6415172,42576
ES34,532924,71,GID6417209,42576
ES34,532927,55,GID6417213,42576
ES34,533074,55,GID6415627,42576
ES34,533110,80,GID6415761,42576
ES34,533127,55,GID6415827,42576
ES34,533130,80,GID6415858,42576
ES34,533135,19,GID6415882,42576
ES34,533164,91,GID6415924,42576
ES34,533205,55,GID6416011,42576
ES34,533375,38,GID6416482,42576
ES35,414815,163,GID7213309,43890
ES35,532782,64,GID6463812,43890
ES35,532786,61,GID6463832,43890
ES35,536265,111,GID6683402,43890
ES35,536277,18,GID6568075,43890
ES35,536280,53,GID6683456,43890
ES35,536307,78,GID6683482,43890
ES35,536349,111,GID6683513,43890
ES35,536359,76,GID6681793,43890
ES35,536360,106,GID6681798,43890
ES35,536394,51,GID6681820,43890
ES35,536413,95,GID6681853,43890
ES35,536424,64,GID6683614,43890
ES35,536455,21,GID6568200,43890
ES35,536531,73,GID6681899,43890
ES35,536610,53,GID6568341,43890
ES35,536724,10,GID6568374,43890
ES35,536736,12,GID6568389,43890
ES35,536753,38,GID6682188,43890
ES35,536958,42,GID6684036,43890
ES35,536996,215,GID6684107,43890
ES35,537021,89,GID6682903,43890
ES35,537025,35,GID6682916,43890
ES35,537040,66,GID6682939,43890
ES35,537056,52,GID6684265,43890
ES35,537241,94,GID6684333,43890
ES35,540603,76,GID6680725,43890
ES35,540618,69,GID6680727,43890
ES35,540929,32,GID6565632,43890
ES35,540932,76,GID6680599,43890
ES35,540940,49,GID6680812,43890
ES35,541024,54,GID6680863,43890
ES35,541053,48,GID6680905,43890
ES35,541055,44,GID6679501,43890
ES35,541056,62,GID6680913,43890
ES35,541067,23,GID6680937,43890
ES35,541079,49,GID6680947,43890
ES35,541081,47,GID6680967,43890
ES35,541136,44,GID6566775,43890
ES35,541186,63,GID6679707,43890
ES35,541193,147,GID6681194,43890
ES35,541282,99,GID6681419,43890
ES35,541288,166,GID6681462,43890
ES35,541310,84,GID6679937,43890
ES35,541325,47,GID6679959,43890
ES35,543421,109,GID6691533,43890
ES36,536360,151,GID6689579,44617
ES36,536996,295,GID6689550,44617
ES36,541409,61,GID6688880,44617
ES36,545670,52,GID6931781,44617
ES36,546014,119,GID6932080,44617
ES36,546349,57,GID6937396,44617
ES36,546353,47,GID6937420,44617
ES36,546407,41,GID6937552,44617
ES36,546418,38,GID6932358,44617
ES36,546469,39,GID6932458,44617
ES36,546469,40,GID6937850,44617
ES36,546470,29,GID6937851,44617
ES36,546507,83,GID6937974,44617
ES36,546670,43,GID6932999,44617
ES36,546724,27,GID6938535,44617
ES36,549122,26,GID6938851,44617
ES36,549129,33,GID6938863,44617
ES36,552091,11,GID6934955,44617
ES36,552545,23,GID6939938,44617
ES36,553005,107,GID6931353,44617
ES36,553108,47,GID6935757,44617
ES36,553147,50,GID6931427,44617
ES36,553151,46,GID6931430,44617
ES36,553164,70,GID6935866,44617
ES36,553303,70,GID6935965,44617
ES36,553303,73,GID6935968,44617
ES36,553410,32,GID6936054,44617
ES36,556670,10,GID6933182,44617
ES36,556684,19,GID6933207,44617
ES36,556944,29,GID6933422,44617
ES36,557013,10,GID6933471,44617
ES36,557026,14,GID6933497,44617
ES36,557028,13,GID6933502,44617
ES36,557029,15,GID6933507,44617
ES36,559529,34,GID6933863,44617
ES36,559531,5,GID6933866,44617
ES36,559569,19,GID6933960,44617
ES36,559670,16,GID6934151,44617
ES36,559675,28,GID6934167,44617
ES36,559699,13,GID6934236,44617
ES36,559700,8,GID6934241,44617
ES36,559812,21,GID6934406,44617
ES36,559836,18,GID6934427,44617
ES36,560060,19,GID6934689,44617
ES36,560623,14,GID6934907,44617
ES36,561107,26,GID6939838,44617
ES37,541185,105,GID7048518,45328
ES37,556677,27,GID7175970,45328
ES37,556981,36,GID7176565,45328
ES37,557026,42,GID7176616,45328
ES37,557027,47,GID7176624,45328
ES37,557029,79,GID7176644,45328
ES37,557126,24,GID7176774,45328
ES37,557128,62,GID7176779,45328
ES37,559592,24,GID7177198,45328
ES37,559622,49,GID7177282,45328
ES37,561980,95,GID7170962,45328
ES37,562011,68,GID7045950,45328
ES37,562092,72,GID7171118,45328
ES37,562159,71,GID7171238,45328
ES37,562509,77,GID7173723,45328
ES37,562540,17,GID7173803,45328
ES37,562580,42,GID7046782,45328
ES37,562694,35,GID7174267,45328
ES37,562695,38,GID7174270,45328
ES37,562704,39,GID7174314,45328
ES37,562704,45,GID7174320,45328
ES37,562707,52,GID7047479,45328
ES37,562708,89,GID7174342,45328
ES37,562708,96,GID7174349,45328
ES37,562708,98,GID7174351,45328
ES37,562712,44,GID7179800,45328
ES37,562714,64,GID7047560,45328
ES37,562714,91,GID7179812,45328
ES37,562715,47,GID7174396,45328
ES37,562716,39,GID7047568,45328
ES37,562718,92,GID7174418,45328
ES37,562718,95,GID7174421,45328
ES37,562732,44,GID7174570,45328
ES37,562743,20,GID7174591,45328
ES37,562769,98,GID7174657,45328
ES37,562791,50,GID7174701,45328
ES37,562793,68,GID7174709,45328
ES37,565708,10,GID7178541,45328
ES37,565932,57,GID7044800,45328
ES37,565940,15,GID7178612,45328
ES37,565988,51,GID7044885,45328
ES37,566170,42,GID7045271,45328
ES37,566519,86,GID7178649,45328
ES37,566528,19,GID7178651,45328
ES37,566549,114,GID7178692,45328
ES38,569774,36,GID7312360,46171
ES38,569784,18,GID7312378,46171
ES38,570064,21,GID7399072,46171
ES38,570496,52,GID7312934,46171
ES38,570529,24,GID7399442,46171
ES38,570547,57,GID7399497,46171
ES38,570548,36,GID7313028,46171
ES38,570615,56,GID7399645,46171
ES38,570616,63,GID7399653,46171
ES38,570714,41,GID7399829,46171
ES38,570723,66,GID7399875,46171
ES38,570757,42,GID7313462,46171
ES38,570758,81,GID7399966,46171
ES38,570881,32,GID7400337,46171
ES38,570894,96,GID7313804,46171
ES38,570894,98,GID7313806,46171
ES38,570937,36,GID7400442,46171
ES38,570937,40,GID7400446,46171
ES38,570939,135,GID7400458,46171
ES38,570939,137,GID7400460,46171
ES38,570939,144,GID7400467,46171
ES38,571336,43,GID7395694,46171
ES38,571408,35,GID7395899,46171
ES38,571439,20,GID7310216,46171
ES38,571452,60,GID7396039,46171
ES38,571496,80,GID7310280,46171
ES38,571496,143,GID7396133,46171
ES38,571496,153,GID7396143,46171
ES38,571512,31,GID7396161,46171
ES38,571540,35,GID7396228,46171
ES38,571543,30,GID7396235,46171
ES38,571586,56,GID7396355,46171
ES38,571655,54,GID7310423,46171
ES38,571701,72,GID7396550,46171
ES38,571821,38,GID7396710,46171
ES38,571845,28,GID7310723,46171
ES38,571858,57,GID7396745,46171
ES38,571869,41,GID7310807,46171
ES38,571880,33,GID7310905,46171
ES38,571955,24,GID7311077,46171
ES38,572131,22,GID7311612,46171
ES38,572221,22,GID7311895,46171
ES38,568459,64,GID7400602,46171
ES38,568517,38,GID7400679,46171
ES38,568630,33,GID7400769,46171
ES38,568630,35,GID7400771,46171
