trial,CID,SID,GID,TID
SA22,537240,51,GID6683244,43891
SA22,537241,108,GID6684347,43891
SA22,537247,44,GID6569526,43891
SA22,540582,80,GID6680187,43891
SA22,540634,65,GID6679102,43891
SA22,540635,88,GID6680738,43891
SA22,540863,38,GID6565465,43891
SA22,540897,33,GID6565553,43891
SA22,541070,40,GID6679532,43891
SA22,541081,42,GID6680962,43891
SA22,541098,55,GID6680977,43891
SA22,541137,21,GID6566784,43891
SA22,541252,35,GID6567274,43891
SA22,541262,110,GID6679848,43891
SA22,541276,22,GID6567383,43891
SA22,541288,134,GID6679883,43891
SA22,541305,80,GID6679927,43891
SA22,541341,81,GID6681576,43891
SA22,541345,137,GID6681594,43891
SA22,538818,67,GID6692002,43891
SA22,539008,91,GID6692251,43891
SA22,539061,89,GID6691327,43891
SA22,543047,15,GID6691746,43891
SA22,543390,56,GID6690535,43891
SA22,543422,94,GID6690578,43891
SA22,543442,73,GID6690599,43891
SA22,543445,75,GID6690606,43891
SA22,543572,113,GID6690805,43891
SA22,543801,73,GID6692326,43891
SA22,543803,145,GID6692338,43891
SA22,543803,152,GID6692345,43891
SA23,448392,208,GID6085788,44618
SA23,541134,137,GID6688933,44618
SA23,541193,172,GID6689407,44618
SA23,545879,87,GID6937035,44618
SA23,546028,70,GID6932110,44618
SA23,546345,50,GID6937384,44618
SA23,546474,38,GID6932463,44618
SA23,546507,66,GID6932534,44618
SA23,548967,40,GID6938973,44618
SA23,549148,55,GID6938891,44618
SA23,549452,19,GID6938774,44618
SA23,549495,18,GID6935205,44618
SA23,549534,14,GID6935215,44618
SA23,549538,19,GID6938783,44618
SA23,549549,48,GID6938799,44618
SA23,549636,28,GID6938834,44618
SA23,549676,18,GID6935268,44618
SA23,549913,16,GID6939929,44618
SA23,552109,29,GID6938585,44618
SA23,552172,20,GID6938628,44618
SA23,552587,637,GID6939941,44618
SA23,552592,10,GID6939896,44618
SA23,552597,17,GID6939899,44618
SA23,552597,20,GID6939902,44618
SA23,552963,67,GID6931304,44618
SA23,553005,127,GID6935652,44618
SA23,553118,42,GID6861663,44618
SA23,553147,48,GID6931425,44618
SA23,553269,65,GID6935950,44618
SA23,553610,93,GID6936362,44618
SA23,554136,19,GID6938934,44618
SA23,554181,24,GID6938947,44618
SA23,554318,37,GID6938691,44618
SA23,554334,25,GID6938711,44618
SA23,554334,27,GID6938713,44618
SA23,556941,20,GID6933400,44618
SA23,558161,23,GID6934920,44618
SA23,559534,21,GID6933876,44618
SA23,559568,26,GID6933957,44618
SA23,559568,28,GID6933959,44618
SA23,559569,22,GID6933963,44618
SA23,559582,23,GID6934008,44618
SA23,559582,24,GID6934009,44618
SA23,559698,16,GID6934232,44618
SA23,559745,8,GID6934335,44618
SA23,560562,15,GID6934881,44618
SA23,561142,18,GID6939864,44618
SA24,556687,52,GID7176013,45329
SA24,556689,62,GID7176031,45329
SA24,556706,85,GID7176119,45329
SA24,556889,98,GID7176407,45329
SA24,557029,75,GID7176640,45329
SA24,559674,58,GID7177352,45329
SA24,559752,48,GID7177571,45329
SA24,559774,68,GID7177601,45329
SA24,559882,56,GID7178353,45329
SA24,559885,12,GID7177692,45329
SA24,559930,22,GID7177772,45329
SA24,560000,39,GID7177875,45329
SA24,561918,65,GID7170918,45329
SA24,562158,35,GID7046099,45329
SA24,562173,33,GID7046204,45329
SA24,562182,62,GID7171325,45329
SA24,562442,78,GID7173452,45329
SA24,562464,46,GID7046390,45329
SA24,562565,61,GID7173851,45329
SA24,562680,31,GID7174199,45329
SA24,562707,97,GID7174330,45329
SA24,562713,70,GID7179805,45329
SA24,562726,49,GID7047610,45329
SA24,562727,90,GID7174519,45329
SA24,562728,67,GID7174535,45329
SA24,562743,19,GID7174590,45329
SA24,562758,34,GID7179819,45329
SA24,562769,94,GID7174653,45329
SA24,562769,97,GID7174656,45329
SA24,562842,44,GID7175809,45329
SA24,564852,38,GID7048427,45329
SA24,565708,11,GID7178542,45329
SA24,565724,59,GID7178551,45329
SA24,565839,57,GID7178584,45329
SA24,565864,44,GID7178598,45329
SA24,565938,44,GID7044811,45329
SA24,565988,52,GID7044886,45329
SA24,566158,13,GID7178764,45329
SA24,566446,47,GID7044357,45329
SA24,566455,11,GID7178454,45329
SA24,566473,59,GID7178485,45329
SA24,566497,16,GID7178630,45329
SA24,566584,70,GID7045116,45329
SA24,566610,17,GID7178731,45329
SA24,566625,19,GID7178734,45329
SA25,569807,56,GID7398701,46172
SA25,569893,83,GID7398846,46172
SA25,570023,63,GID7399014,46172
SA25,570151,32,GID7399179,46172
SA25,570443,21,GID7399267,46172
SA25,570471,67,GID7399345,46172
SA25,570506,34,GID7312955,46172
SA25,570521,39,GID7399399,46172
SA25,570522,76,GID7399413,46172
SA25,570545,93,GID7399485,46172
SA25,570575,37,GID7399541,46172
SA25,570576,66,GID7399548,46172
SA25,570589,56,GID7399578,46172
SA25,570613,111,GID7399636,46172
SA25,570613,112,GID7399637,46172
SA25,570649,52,GID7399712,46172
SA25,570714,44,GID7399832,46172
SA25,570812,83,GID7400091,46172
SA25,570871,47,GID7313724,46172
SA25,570942,52,GID7400491,46172
SA25,571371,83,GID7395822,46172
SA25,571476,53,GID7396104,46172
SA25,571496,82,GID7310282,46172
SA25,571525,21,GID7396194,46172
SA25,571528,31,GID7396209,46172
SA25,571755,33,GID7396624,46172
SA25,571768,23,GID7396638,46172
SA25,571768,24,GID7396639,46172
SA25,571838,65,GID7310704,46172
SA25,571856,38,GID7310785,46172
SA25,571875,33,GID7310835,46172
SA25,571879,63,GID7310893,46172
SA25,572074,96,GID7397372,46172
SA25,572119,43,GID7397687,46172
SA25,572130,64,GID7397728,46172
SA25,572161,69,GID7397815,46172
SA25,572220,75,GID7311894,46172
SA25,572237,56,GID7398212,46172
SA25,572239,99,GID7398245,46172
SA25,572273,40,GID7398376,46172
SA25,572332,53,GID7312223,46172
SA25,568431,40,GID7400579,46172
SA25,568487,34,GID7400624,46172
SA25,568540,16,GID7400700,46172
SA25,568590,20,GID7400738,46172
SA25,568608,50,GID7400748,46172
ES1,7693,9,GID421213,6860
ES1,7680,113,GID419903,6860
ES1,7401,9,GID3881,6860
ES1,7691,10,GID13646,6860
ES1,7631,16,GID418846,6860
ES1,7631,14,GID418852,6860
ES1,7855,10,GID423804,6860
ES1,7760,9,GID421963,6860
ES1,266848,4,GID2157142,6860
ES1,7811,28,GID422965,6860
ES1,111680,22,GID1477928,6860
ES1,7684,25,GID420055,6860
ES1,56343,13,GID4570,6860
ES1,7668,42,GID419372,6860
ES1,7668,6,GID24314,6860
ES1,7161,34,GID413298,6860
ES1,7671,4,GID419410,6860
ES1,7691,18,GID13119,6860
ES1,7691,769,GID420679,6860
ES1,7027,152,GID412348,6860
ES1,7027,138,GID412360,6860
ES1,7027,16,GID412444,6860
ES1,7435,6,GID416227,6860
ES1,7528,6,GID416773,6860
ES1,7842,4,GID13302,6860
ES1,7580,7,GID418271,6860
ES1,7580,24,GID418280,6860
ES2,50800,15,GID897095,6861
ES2,7414,71,GID414940,6861
ES2,7589,41,GID418347,6861
ES2,264932,12,GID2151603,6861
ES2,8945,18,GID460960,6861
ES2,7414,238,GID415173,6861
ES2,7714,16,GID421340,6861
ES2,7760,5,GID422005,6861
ES2,7691,33,GID5131,6861
ES2,7877,20,GID424702,6861
ES2,7819,40,GID423200,6861
ES2,7836,11,GID423409,6861
ES2,7136,34,GID346013,6861
ES2,7691,43,GID12867,6861
ES2,7479,9,GID39359,6861
ES2,264931,6,GID2151597,6861
ES2,7714,20,GID421337,6861
ES2,7027,14,GID412450,6861
ES2,7414,66,GID415066,6861
ES2,7577,4,GID13728,6861
ES2,7737,11,GID421442,6861
ES2,7161,7,GID413317,6861
ES2,7479,12,GID305029,6861
ES2,7668,37,GID419380,6861
ES3,9068,2264,GID464211,6862
ES3,7027,23,GID14431,6862
ES3,7691,1,GID3889,6862
ES3,7691,166,GID92207,6862
ES3,7414,7,GID67929,6862
ES3,7027,5,GID4248,6862
ES3,7877,29,GID424689,6862
ES3,7877,55,GID424673,6862
ES3,7877,24,GID424700,6862
ES3,7684,15,GID420071,6862
ES3,8918,16,GID460689,6862
ES3,124429,6,GID1586793,6862
ES3,7776,11,GID41542,6862
ES3,7676,13,GID13767,6862
ES3,7799,11,GID16262,6862
ES3,254741,5,GID2099196,6862
ES3,7673,46,GID419528,6862
ES3,7673,65,GID419525,6862
ES3,258629,6,GID2117143,6862
ES3,7857,8,GID13569,6862
ES3,204719,10,GID1987795,6862
ES4,7691,47,GID13469,6863
ES4,7691,85,GID20424,6863
ES4,7691,65,GID13421,6863
ES4,7691,16,GID13098,6863
ES4,7589,7,GID345434,6863
ES4,7479,5,GID416396,6863
ES4,6831,33,GID775,6863
ES4,7688,24,GID420158,6863
ES4,111681,7,GID1477994,6863
ES4,7776,31,GID422181,6863
ES4,21779,24,GID669426,6863
ES4,8122,4,GID62576,6863
ES4,6225,61,GID304136,6863
ES5,7811,7,GID422983,6864
ES5,7741,54,GID421919,6864
ES5,8918,5,GID41800,6864
ES5,8918,12,GID460693,6864
ES5,7423,16,GID416019,6864
ES5,7817,6,GID13954,6864
ES5,8023,5,GID427520,6864
ES5,7090,5,GID27001,6864
ES5,8018,32,GID427258,6864
ES5,7799,18,GID24825,6864
ES5,111693,6,GID1478078,6864
ES5,22594,7,GID673831,6864
ES5,21901,8,GID670602,6864
ES5,7688,59,GID420125,6864
ES5,259955,13,GID2117921,6864
ES5,407602,4,GID4937014,6864
ES5,407603,4,GID4937015,6864
ES5,8408,24,GID438163,6864
ES5,258415,10,GID2114149,6864
ES5,7691,50,GID3895,6864
ES6,8256,8,GID434655,6865
ES6,8918,10,GID460695,6865
ES6,7506,5,GID13662,6865
ES6,7506,19,GID41750,6865
ES6,7506,21,GID222439,6865
ES6,8021,69,GID427366,6865
ES6,21874,17,GID670359,6865
ES6,8030,6,GID427668,6865
ES6,111705,4,GID1478148,6865
ES6,50799,7,GID897039,6865
ES6,7580,9,GID418273,6865
ES6,8122,20,GID3587148,6865
ES6,7624,33,GID65504,6865
ES6,7136,21,GID413235,6865
ES6,7691,319,GID421022,6865
ES6,7691,258,GID421064,6865
ES6,8120,32,GID431082,6865
ES6,7688,29,GID420153,6865
ES6,111688,7,GID1478021,6865
ES6,9047,12,GID82844,6865
ES6,7832,8,GID423348,6865
ES6,8129,18,GID431413,6865
ES6,21928,13,GID670981,6865
ES7,6977,3,GID6387,6866
ES7,23190,4,GID31089,6866
ES7,7114,4,GID20934,6866
ES7,7786,6,GID422381,6866
ES7,7691,39,GID13350,6866
ES7,7691,63,GID376770,6866
ES7,7691,320,GID421018,6866
ES7,7691,260,GID133128,6866
ES7,7691,100,GID96619,6866
ES7,7819,7,GID41686,6866
ES7,7506,17,GID42083,6866
ES7,7866,42,GID41418,6866
ES7,39604,6,GID784135,6866
ES7,7778,6,GID422212,6866
ES7,7832,11,GID42158,6866
ES7,50799,65,GID41709,6866
ES7,7818,31,GID423133,6866
ES7,7818,15,GID423143,6866
ES7,7847,169,GID423673,6866
ES7,7847,171,GID423671,6866
ES8,7739,4,GID19627,6867
ES8,50955,8,GID30374,6867
ES8,8105,9,GID430433,6867
ES8,8424,8,GID438323,6867
ES8,7896,10,GID41471,6867
ES8,7896,18,GID62150,6867
ES8,8129,8,GID431424,6867
ES8,7593,18,GID2166,6867
ES8,8127,5,GID87507,6867
ES8,8030,10,GID427650,6867
ES8,8076,14,GID428988,6867
ES8,8125,5,GID96413,6867
ES8,8109,14,GID64873,6867
ES8,7655,8,GID42076,6867
ES8,8093,8,GID429726,6867
ES8,9022,7,GID86394,6867
ES9,8050,9,GID41484,6868
ES9,7896,12,GID64869,6868
ES9,8436,28,GID438770,6868
ES9,7866,24,GID86230,6868
ES9,7866,52,GID86954,6868
ES9,7689,10,GID62587,6868
ES9,8875,6,GID457982,6868
ES9,7689,17,GID420213,6868
ES9,7739,39,GID421747,6868
ES9,7896,254,GID16122,6868
ES9,8089,15,GID429247,6868
ES9,8310,31,GID97487,6868
ES9,8086,42,GID429101,6868
ES9,8086,6,GID429168,6868
ES9,7739,290,GID19630,6868
ES9,8148,199,GID3831054,6868
ES9,8144,16,GID431742,6868
ES9,8059,19,GID428238,6868
ES9,7739,36,GID421749,6868
ES9,7655,12,GID43154,6868
ES9,8148,30,GID432043,6868
ES9,8420,17,GID438273,6868
ES9,8104,41,GID430048,6868
ES9,53179,6,GID86162,6868
ES9,8436,51,GID438760,6868
ES10,7507,14,GID30977,6869
ES10,8238,4,GID62235,6869
ES10,8100,11,GID86437,6869
ES10,8232,8,GID42644,6869
ES10,7707,6,GID421330,6869
ES10,7799,0,GID12961,6869
ES10,9704,5,GID86582,6869
ES10,8073,14,GID428965,6869
ES10,8169,5,GID86180,6869
ES10,7778,9,GID422211,6869
ES10,8176,7,GID86185,6869
ES10,7507,8,GID41243,6869
ES10,7822,9,GID41233,6869
ES10,7890,6,GID42012,6869
ES10,7866,493,GID16069,6869
ES10,8197,11,GID434111,6869
ES10,7737,8,GID41249,6869
ES10,53292,49,GID86355,6869
ES10,8105,13,GID430179,6869
ES10,8170,5,GID79693,6869
ES10,8195,5,GID16004,6869
ES10,7817,13,GID41700,6869
ES11,8040,15,GID427918,2982
ES11,9704,7,GID62627,2982
ES11,7847,11,GID41761,2982
ES11,8120,14,GID97120,2982
ES11,7666,15,GID41263,2982
ES11,8186,24,GID41669,2982
ES11,8186,14,GID433740,2982
ES11,7896,35,GID62256,2982
ES11,8198,5,GID42066,2982
ES12,9335,15,GID80506,3034
ES12,21650,7,GID67055,3034
ES12,7507,12,GID41804,3034
ES12,7847,7,GID62114,3034
ES12,5458,1,GID15292,3034
ES12,8207,8,GID77205,3034
ES12,7506,15,GID41660,3034
ES12,9368,24,GID471785,3034
ES12,9368,26,GID68052,3034
ES12,8199,6,GID42237,3034
ES12,21659,4,GID89491,3034
ES12,7666,21,GID419152,3034
ES12,7666,11,GID70761,3034
ES12,8890,25,GID77128,3034
ES12,53328,5,GID76718,3034
ES12,9346,8,GID43789,3034
ES12,21653,7,GID89242,3034
ES12,7666,23,GID419150,3034
ES12,8193,40,GID433924,3034
ES12,9339,21,GID471420,3034
ES12,8105,24,GID430390,3034
ES13,7896,33,GID62221,2838
ES13,8109,82,GID143989,2838
ES13,7739,6,GID20010,2838
ES13,8890,16,GID460142,2838
ES13,8238,5,GID85331,2838
ES13,8120,7,GID86490,2838
ES13,8105,69,GID430174,2838
ES13,8890,30,GID83123,2838
ES13,9329,13,GID77534,2838
ES13,8105,19,GID430154,2838
ES13,8889,48,GID77587,2838
ES13,7896,27,GID96638,2838
ES14,7593,5,GID2167,5431
ES14,8199,14,GID434148,5431
ES14,8130,5,GID62603,5431
ES14,21196,75,GID653215,5431
ES14,21594,182,GID89762,5431
ES14,8105,92,GID65038,5431
ES14,8109,206,GID62526,5431
ES14,21597,206,GID665788,5431
ES14,8703,41,GID85637,5431
ES14,8703,67,GID85646,5431
ES14,8626,12,GID126114,5431
ES14,8626,14,GID144880,5431
ES14,20570,299,GID625454,5431
ES14,21243,47,GID85685,5431
ES14,20185,273,GID609368,5431
ES14,20187,164,GID107017,5431
ES14,22781,26,GID65315,5431
ES14,22783,29,GID106875,5431
ES14,53328,10,GID904516,5431
ES15,20679,536,GID85741,6435
ES15,19652,40,GID108014,6435
ES15,38339,178,GID107052,6435
ES15,21658,56,GID85244,6435
ES15,38340,120,GID107059,6435
ES15,33989,230,GID5997095,6435
ES15,52514,37,GID900613,6435
ES15,38358,140,GID107086,6435
ES15,58908,6,GID77310,6435
ES15,58904,6,GID77230,6435
ES15,54395,6,GID85786,6435
ES15,58910,11,GID77331,6435
ES15,72351,12,GID86783,6435
ES15,8548,30,GID443483,6435
ES15,8890,11,GID62633,6435
ES15,21597,2272,GID664062,6435
ES15,8520,78,GID97127,6435
ES15,38377,133,GID107103,6435
ES15,58905,6,GID77246,6435
ES15,8105,41,GID85465,6435
ES15,8105,50,GID96495,6435
ES15,8195,33,GID106844,6435
ES15,8107,28,GID106657,6435
ES15,8654,5,GID80836,6435
ES15,8656,33,GID450448,6435
ES15,8656,54,GID450770,6435
ES15,8686,1030,GID85599,6435
ES15,21597,194,GID170862,6435
ES15,8703,61,GID454059,6435
ES15,8706,6,GID88809,6435
ES15,8779,14,GID455538,6435
ES15,20569,284,GID624629,6435
ES15,20569,586,GID222490,6435
ES15,20570,303,GID85676,6435
ES15,20570,827,GID85888,6435
ES15,20556,168,GID623960,6435
ES15,21248,14,GID85899,6435
ES15,20185,261,GID609307,6435
ES15,20185,288,GID609448,6435
ES15,20573,742,GID85711,6435
ES15,20187,163,GID168154,6435
ES16,8890,5,GID87107,6806
ES16,8109,94,GID169164,6806
ES16,113566,0,GID126308,6806
ES16,21597,476,GID130562,6806
ES16,113567,0,GID126309,6806
ES16,95757,7,GID107131,6806
ES16,21633,32,GID96458,6806
ES16,2256,3,GID15200,6806
ES16,9339,19,GID80662,6806
ES16,20894,92,GID168924,6806
ES16,65989,12,GID295261,6806
ES16,20894,99,GID168939,6806
ES16,19652,451,GID143808,6806
ES16,65950,13,GID214589,6806
ES16,19923,239,GID601577,6806
ES16,19652,455,GID143844,6806
ES16,19923,198,GID321131,6806
ES16,65866,5,GID143067,6806
ES16,53328,23,GID168912,6806
ES16,27324,43,GID143023,6806
ES16,8832,27,GID217562,6806
ES16,95644,0,GID103122,6806
ES16,8832,31,GID217451,6806
ES16,95648,1,GID220384,6806
ES16,558,1,GID20585,6806
ES16,72392,0,GID78690,6806
ES16,94872,2,GID220399,6806
ES17,31155,261,GID743023,7510
ES17,14143,181,GID512731,7510
ES17,14339,148,GID520702,7510
ES17,15866,170,GID536162,7510
ES17,11919,30,GID480143,7510
ES17,12759,14,GID480914,7510
ES17,26935,166,GID701166,7510
ES17,26944,24,GID321397,7510
ES17,25787,46,GID294745,7510
ES17,29504,22,GID730613,7510
ES17,31155,259,GID743034,7510
ES17,49432,91,GID294834,7510
ES17,49437,108,GID878573,7510
ES17,49437,103,GID218794,7510
ES17,53995,53,GID909641,7510
ES17,48579,21,GID143058,7510
ES17,48601,161,GID855168,7510
ES17,48607,182,GID855587,7510
ES17,48609,498,GID393017,7510
ES17,53353,512,GID170744,7510
ES17,48494,23,GID321487,7510
ES17,63222,171,GID295146,7510
ES17,65198,166,GID292907,7510
ES17,65211,170,GID292703,7510
ES17,68815,170,GID1093268,7510
ES17,38340,125,GID770285,7510
ES17,33989,235,GID5997100,7510
ES17,111987,12,GID167864,7510
ES17,25640,6,GID295190,7510
ES17,19923,186,GID168060,7510
ES17,122665,6,GID168614,7510
ES17,122672,83,GID326413,7510
ES17,65943,11,GID1066175,7510
ES17,66000,5,GID1066569,7510
ES17,139557,202,GID1700001,7510
ES17,7090,99,GID412956,7510
ES17,165960,4,GID217777,7510
ES17,4637,1,GID217726,7510
ES17,87565,1,GID217745,7510
ES17,162515,1,GID217743,7510
ES18,7896,281,GID217748,8281
ES18,8890,1518,GID458835,8281
ES18,8704,22,GID390866,8281
ES18,21321,201,GID392956,8281
ES18,20894,93,GID168928,8281
ES18,13918,160,GID294670,8281
ES18,14143,179,GID294705,8281
ES18,14189,326,GID294724,8281
ES18,14417,226,GID377191,8281
ES18,14863,9,GID527773,8281
ES18,11919,10,GID168945,8281
ES18,26944,30,GID369673,8281
ES18,31155,187,GID218554,8281
ES18,31155,88,GID294614,8281
ES18,31155,71,GID143050,8281
ES18,38339,323,GID392959,8281
ES18,38358,124,GID168524,8281
ES18,49402,288,GID876108,8281
ES18,49432,109,GID294818,8281
ES18,49434,555,GID294881,8281
ES18,49434,556,GID294897,8281
ES18,65192,177,GID294910,8281
ES18,65203,177,GID294940,8281
ES18,65205,175,GID1058137,8281
ES18,65211,175,GID342284,8281
ES18,65211,176,GID342294,8281
ES18,65217,164,GID342325,8281
ES18,122672,96,GID1566810,8281
ES18,113590,15,GID392884,8281
ES18,212007,5,GID2031157,8281
ES18,113388,5,GID1491661,8281
ES18,269309,6,GID2163607,8281
ES18,162538,3,GID1831374,8281
ES18,162500,1,GID390845,8281
ES18,84629,2,GID217754,8281
ES18,94864,1,GID1360815,8281
ES18,269306,1,GID2163596,8281
ES18,269305,1,GID2163595,8281
ES18,164857,1,GID392036,8281
ES19,274807,1,GID295296,9267
ES19,1382,1,GID30709,9267
ES19,274782,4,GID295788,9267
ES19,274818,1,GID320849,9267
ES19,4746,1,GID222693,9267
ES19,31155,686,GID342090,9267
ES19,40887,128,GID323172,9267
ES19,48041,117,GID269000,9267
ES19,58955,156,GID342202,9267
ES19,59245,63,GID369564,9267
ES19,59245,64,GID342218,9267
ES19,63500,165,GID342231,9267
ES19,64853,397,GID1047493,9267
ES19,64990,210,GID342253,9267
ES19,65178,248,GID342263,9267
ES19,65211,167,GID292717,9267
ES19,65211,187,GID369682,9267
ES19,65216,182,GID295091,9267
ES19,67297,23,GID342336,9267
ES19,67613,34,GID321822,9267
ES19,67706,95,GID355408,9267
ES19,69587,25,GID321833,9267
ES19,69587,27,GID377246,9267
ES19,69933,111,GID1101307,9267
ES19,71635,134,GID343215,9267
ES19,71636,81,GID377276,9267
ES19,73509,48,GID1127595,9267
ES19,73509,49,GID342374,9267
ES19,73509,50,GID355411,9267
ES19,122455,9,GID359354,9267
ES19,122456,3,GID358886,9267
ES19,122459,4,GID390604,9267
ES19,122461,6,GID1563730,9267
ES19,122462,3,GID393205,9267
ES19,122462,4,GID321840,9267
ES19,68815,220,GID353782,9267
ES20,251774,1,GID391994,10553
ES20,43379,332,GID835884,10553
ES20,48484,45,GID393281,10553
ES20,49434,866,GID877657,10553
ES20,59406,134,GID934019,10553
ES20,65580,266,GID1064007,10553
ES20,64955,44,GID358856,10553
ES20,64990,213,GID367751,10553
ES20,65178,258,GID369679,10553
ES20,65211,172,GID295026,10553
ES20,67613,37,GID1081265,10553
ES20,67706,94,GID367789,10553
ES20,67709,79,GID1082612,10553
ES20,67414,39,GID1079616,10553
ES20,122452,6,GID377165,10553
ES20,122460,2,GID1563726,10553
ES20,122467,76,GID376718,10553
ES20,160593,17,GID358060,10553
ES20,160593,23,GID341985,10553
ES20,160594,117,GID1823515,10553
ES20,160593,43,GID393298,10553
ES21,113390,3,GID376790,12008
ES21,334608,1,GID391721,12008
ES21,334609,1,GID376804,12008
ES21,25787,270,GID692876,12008
ES21,25787,276,GID692864,12008
ES21,25787,256,GID692904,12008
ES21,53995,155,GID909658,12008
ES21,58955,206,GID916978,12008
ES21,82917,148,GID1193118,12008
ES21,82998,237,GID373101,12008
ES21,103028,28,GID1410845,12008
ES21,103133,65,GID369670,12008
ES21,90670,91,GID1290408,12008
ES21,90707,47,GID1291472,12008
ES21,90718,69,GID1291739,12008
ES21,90958,153,GID1295736,12008
ES21,90958,156,GID1295755,12008
ES21,91075,140,GID1298199,12008
ES21,91075,137,GID1298205,12008
ES21,91228,114,GID1300939,12008
ES21,91275,35,GID1301796,12008
ES21,91275,32,GID1301802,12008
ES21,91275,33,GID1301800,12008
ES21,91275,34,GID1301798,12008
ES21,91278,105,GID1301936,12008
ES21,91288,75,GID1302311,12008
ES21,91469,118,GID1306534,12008
ES21,91520,714,GID1311265,12008
ES21,92628,328,GID1343502,12008
ES21,113868,394,GID1494896,12008
ES21,113868,339,GID373045,12008
ES22,54384,388,GID6309121,13539
ES22,384555,1,GID2668073,13539
ES22,90670,90,GID1290414,13539
ES22,90707,46,GID1291474,13539
ES22,90839,114,GID1293839,13539
ES22,90968,142,GID1296234,13539
ES22,90998,45,GID1296766,13539
ES22,91075,134,GID1298211,13539
ES22,91288,76,GID1302304,13539
ES22,92624,332,GID1342417,13539
ES22,98843,61,GID1390242,13539
ES22,99189,99,GID1393230,13539
ES22,101518,87,GID1402346,13539
ES22,106310,47,GID1437563,13539
ES22,106646,103,GID1439621,13539
ES22,114202,86,GID1500224,13539
ES22,114906,205,GID2464236,13539
ES22,120854,180,GID1541049,13539
ES22,120854,182,GID1541045,13539
ES22,133513,138,GID1637606,13539
ES22,135045,91,GID1672866,13539
ES22,207934,221,GID2011449,13539
ES22,281054,12,GID2200733,13539
ES22,25640,14,GID295191,13539
ES22,22781,138,GID675238,13539
ES22,65960,4,GID1066279,13539
ES22,65970,5,GID321614,13539
ES22,160299,113,GID1812547,13539
ES22,160347,155,GID1816016,13539
ES22,160347,193,GID1815932,13539
ES22,160347,183,GID1815954,13539
ES22,160351,307,GID1816173,13539
ES22,160369,154,GID1817540,13539
ES22,260132,38,GID2600794,13539
ES22,260144,33,GID2601500,13539
ES23,82998,253,GID2586605,14991
ES23,83302,74,GID2586622,14991
ES23,83302,75,GID2586621,14991
ES23,90926,58,GID1295300,14991
ES23,91052,71,GID2460025,14991
ES23,114892,109,GID1504972,14991
ES23,114906,317,GID2588634,14991
ES23,114906,319,GID2588632,14991
ES23,118849,303,GID2588696,14991
ES23,118879,206,GID1507248,14991
ES23,118879,246,GID2464631,14991
ES23,118879,249,GID2464628,14991
ES23,120854,183,GID1541043,14991
ES23,120958,150,GID1542708,14991
ES23,133230,231,GID1630957,14991
ES23,133230,236,GID1630947,14991
ES23,133428,104,GID1635496,14991
ES23,133456,47,GID1635819,14991
ES23,133476,114,GID1636202,14991
ES23,133480,216,GID1636586,14991
ES23,133513,133,GID1637620,14991
ES23,133770,105,GID1642335,14991
ES23,133771,37,GID1642433,14991
ES23,133772,236,GID1642486,14991
ES23,134273,115,GID1651705,14991
ES23,135029,254,GID1671946,14991
ES23,135029,256,GID1671942,14991
ES23,156547,80,GID1790751,14991
ES23,158181,172,GID1796426,14991
ES23,158634,243,GID1799716,14991
ES23,151563,200,GID1766370,14991
ES23,151563,211,GID1766345,14991
ES23,151563,217,GID1766332,14991
ES23,203847,502,GID1982528,14991
ES24,160278,68,GID3617481,16449
ES24,67613,97,GID4057141,16449
ES24,67613,96,GID4057142,16449
ES24,82996,52,GID1195398,16449
ES24,83682,201,GID1210458,16449
ES24,98843,59,GID1390246,16449
ES24,99262,89,GID4066585,16449
ES24,101189,110,GID1399978,16449
ES24,113901,130,GID3578468,16449
ES24,118879,209,GID1507236,16449
ES24,119362,120,GID3578390,16449
ES24,133230,386,GID4059227,16449
ES24,133428,150,GID4059217,16449
ES24,133480,411,GID4069736,16449
ES24,133771,85,GID4057151,16449
ES24,133772,389,GID4069854,16449
ES24,135059,222,GID1673085,16449
ES24,135061,135,GID4057155,16449
ES24,135061,136,GID4062993,16449
ES24,206941,145,GID2484313,16449
ES24,206941,157,GID2484301,16449
ES24,206949,133,GID2484320,16449
ES24,207425,62,GID2485050,16449
ES24,207425,69,GID2485043,16449
ES24,207478,239,GID2485148,16449
ES24,207633,167,GID2485260,16449
ES24,207970,117,GID2485890,16449
ES24,207985,82,GID2485920,16449
ES24,313288,53,GID2620837,16449
ES24,313297,59,GID2621094,16449
ES24,313299,56,GID2621109,16449
ES24,313301,28,GID2621174,16449
ES24,313301,36,GID2621166,16449
ES24,320329,36,GID3825284,16449
ES24,320332,48,GID3826177,16449
ES24,320365,61,GID3825285,16449
ES24,334561,129,GID3826178,16449
ES24,334563,56,GID3826179,16449
ES25,7896,410,GID424741,17309
ES25,20589,58,GID2450184,17309
ES25,163794,267,GID1838323,17309
ES25,255675,22,GID3849968,17309
ES25,257058,29,GID3830032,17309
ES25,206924,125,GID3830034,17309
ES25,207633,193,GID3830165,17309
ES25,207633,194,GID3848142,17309
ES25,207985,87,GID2485915,17309
ES25,207985,132,GID3830198,17309
ES25,207985,89,GID2485913,17309
ES25,207985,135,GID3830083,17309
ES25,210539,110,GID2487807,17309
ES25,210539,154,GID3848815,17309
ES25,279736,50,GID3827770,17309
ES25,279736,45,GID3854950,17309
ES25,279819,54,GID3855090,17309
ES25,279826,71,GID3855110,17309
